id,prop,structure
mb-dielectric-0013,2.01079254689952,"System
1.0
4.58496711 0.0 -1.82330639
0.0 5.50584038 0.0
-0.08761223 0.0 6.45612041
O Cu Rb 
4 2 2 
direct
0.89685933 0.50407412 0.79371867 O
0.10314067 0.49592588 0.20628133 O
0.89685933 0.99592588 0.79371867 O
0.10314067 0.00407412 0.20628133 O
0.99783744 0.25 0.99567488 Cu
0.00216256 0.75 0.00432512 Cu
0.30939916 0.75 0.61879833 Rb
0.69060084 0.25 0.38120167 Rb
"
mb-dielectric-0014,2.275843946026764,"System
1.0
10.09270995 0.0 0.0
-5.04635498 8.74054321 0.0
0.0 0.0 7.76062934
Na Mn Te 
12 2 8 
direct
0.15014854 0.84985146 0.54228001 Na
0.30029708 0.15014854 0.04228001 Na
0.84985146 0.69970292 0.04228001 Na
0.15014854 0.30029708 0.54228001 Na
0.69970292 0.84985146 0.54228001 Na
0.84985146 0.15014854 0.04228001 Na
0.52771282 0.47228718 0.37185888 Na
0.05542564 0.52771282 0.87185888 Na
0.47228718 0.94457436 0.87185888 Na
0.52771282 0.05542564 0.37185888 Na
0.94457436 0.47228718 0.37185888 Na
0.47228718 0.52771282 0.87185888 Na
0.33333333 0.66666667 0.25190938 Mn
0.66666667 0.33333333 0.75190938 Mn
0.33333333 0.66666667 0.60512026 Te
0.66666667 0.33333333 0.10512026 Te
0.18521033 0.81478967 0.1424179 Te
0.37042066 0.18521033 0.6424179 Te
0.81478967 0.62957934 0.6424179 Te
0.18521033 0.37042066 0.1424179 Te
0.62957934 0.81478967 0.1424179 Te
0.81478967 0.18521033 0.6424179 Te
"
mb-dielectric-0015,1.451558357995522,"System
1.0
6.3299007 0.0 -3.64556794
-2.09958517 5.97154796 -3.64556794
-0.04995562 -0.07051776 7.23143569
F Y Cs 
6 1 3 
direct
0.70110722 0.0 0.0 F
0.0 0.70110722 0.0 F
1.0 0.29889278 1.0 F
0.29889278 1.0 0.0 F
0.22094563 0.22094563 0.44189126 F
0.77905437 0.77905437 0.55810874 F
0.0 0.0 0.0 Y
0.25 0.75 0.5 Cs
0.5 0.5 0.0 Cs
0.75 0.25 0.5 Cs
"
mb-dielectric-0016,2.0692683892300336,"System
1.0
7.80918684 0.0 0.0
-3.90459342 6.76295419 0.0
0.0 0.0 5.65995054
N Si 
16 12 
direct
0.61004453 0.95456374 0.43356087 N
0.04543626 0.65548079 0.43356087 N
0.34451921 0.38995547 0.43356087 N
0.95456374 0.61004453 0.93356087 N
0.65548079 0.04543626 0.93356087 N
0.38995547 0.34451921 0.93356087 N
0.31886097 0.00434214 0.69861829 N
0.99565786 0.31451883 0.69861829 N
0.68548117 0.68113903 0.69861829 N
0.00434214 0.31886097 0.19861829 N
0.31451883 0.99565786 0.19861829 N
0.68113903 0.68548117 0.19861829 N
0.66666667 0.33333333 0.60523017 N
0.33333333 0.66666667 0.10523017 N
0.0 0.0 0.45325848 N
0.0 0.0 0.95325848 N
0.51207696 0.42964882 0.66080428 Si
0.57035118 0.08242814 0.66080428 Si
0.91757186 0.48792304 0.66080428 Si
0.42964882 0.51207696 0.16080428 Si
0.08242814 0.57035118 0.16080428 Si
0.48792304 0.91757186 0.16080428 Si
0.16729453 0.9138614 0.45255369 Si
0.0861386 0.25343312 0.45255369 Si
0.74656688 0.83270547 0.45255369 Si
0.9138614 0.16729453 0.95255369 Si
0.25343312 0.0861386 0.95255369 Si
0.83270547 0.74656688 0.95255369 Si
"
mb-dielectric-0017,2.3237190736690407,"System
1.0
3.18284804 -0.00037405 4.07599587
1.40263359 2.85712106 4.07599587
-0.00060041 -0.00037405 5.17148563
C N Mn 
1 2 1 
direct
0.5 0.5 0.5 C
0.41387288 0.41387288 0.41387288 N
0.58612712 0.58612712 0.58612712 N
0.0 0.0 0.0 Mn
"
mb-dielectric-0018,4.248906133739992,"System
1.0
5.92943061 0.0 0.0
0.0 5.91030709 -1.24111601
0.0 -0.02282419 6.0391703
Na Sb Au 
4 2 2 
direct
0.25 0.65640944 0.01551684 Na
0.75 0.34359056 0.98448316 Na
0.25 0.01551684 0.65640944 Na
0.75 0.98448316 0.34359056 Na
0.75 0.7981256 0.7981256 Sb
0.25 0.2018744 0.2018744 Sb
0.5 0.5 0.5 Au
0.0 0.5 0.5 Au
"
mb-dielectric-0020,2.5537053471377607,"System
1.0
5.78554009 0.0 0.0
0.0 5.94726913 -1.72694815
0.0 -0.00692306 6.19292436
P K Cu 
2 4 2 
direct
0.75 0.7321079 0.7321079 P
0.25 0.2678921 0.2678921 P
0.75 0.31387521 0.97528916 K
0.75 0.97528916 0.31387521 K
0.25 0.68612479 0.02471084 K
0.25 0.02471084 0.68612479 K
0.5 0.5 0.5 Cu
0.0 0.5 0.5 Cu
"
mb-dielectric-0021,1.3754999091239513,"System
1.0
9.00619711 0.0 0.0
0.0 9.00619711 0.0
0.0 0.0 9.00619711
Si O 
12 24 
direct
0.25 0.5 0.0 Si
0.25 0.0 0.5 Si
0.0 0.5 0.75 Si
0.0 0.5 0.25 Si
0.5 0.25 0.0 Si
0.5 0.75 0.0 Si
0.0 0.25 0.5 Si
0.5 0.0 0.25 Si
0.0 0.75 0.5 Si
0.5 0.0 0.75 Si
0.75 0.5 0.0 Si
0.75 0.0 0.5 Si
0.1475306 0.5 0.8524694 O
0.1475306 0.1475306 0.5 O
0.1475306 0.8524694 0.5 O
0.8524694 0.5 0.8524694 O
0.1475306 0.5 0.1475306 O
0.5 0.1475306 0.8524694 O
0.5 0.8524694 0.8524694 O
0.8524694 0.1475306 0.5 O
0.5 0.8524694 0.1475306 O
0.5 0.1475306 0.1475306 O
0.8524694 0.8524694 0.5 O
0.8524694 0.5 0.1475306 O
0.6475306 0.0 0.3524694 O
0.6475306 0.6475306 0.0 O
0.6475306 0.3524694 0.0 O
0.3524694 0.0 0.3524694 O
0.6475306 0.0 0.6475306 O
0.0 0.6475306 0.3524694 O
0.0 0.3524694 0.3524694 O
0.3524694 0.6475306 0.0 O
0.0 0.3524694 0.6475306 O
0.0 0.6475306 0.6475306 O
0.3524694 0.3524694 0.0 O
0.3524694 0.0 0.6475306 O
"
mb-dielectric-0022,1.556806453395326,"System
1.0
4.81445385 -0.06682324 0.0
-1.24929588 4.65002054 0.0
0.0 0.0 8.58306117
H Cl Ge 
6 2 2 
direct
0.21727528 0.55067087 0.54035331 H
0.78272472 0.44932913 0.04035331 H
0.44932913 0.78272472 0.04035331 H
0.55067087 0.21727528 0.54035331 H
0.67166004 0.67166004 0.36970042 H
0.32833996 0.32833996 0.86970042 H
0.81488682 0.81488682 0.75630746 Cl
0.18511318 0.18511318 0.25630746 Cl
0.56257612 0.56257612 0.95045549 Ge
0.43742388 0.43742388 0.45045549 Ge
"
mb-dielectric-0023,1.9014183302647012,"System
1.0
4.40407235 0.00017508 3.44899178
1.67983429 4.07111902 3.44899178
0.00026162 0.00017507 5.59387142
Li O As 
2 6 2 
direct
0.86669227 0.86669227 0.86669227 Li
0.13330773 0.13330773 0.13330773 Li
0.06433259 0.70335464 0.45054364 O
0.45054364 0.06433259 0.70335464 O
0.29664536 0.54945636 0.93566741 O
0.93566741 0.29664536 0.54945636 O
0.54945636 0.93566741 0.29664536 O
0.70335464 0.45054364 0.06433259 O
0.66148019 0.66148019 0.66148019 As
0.33851981 0.33851981 0.33851981 As
"
mb-dielectric-0024,2.207225030062263,"System
1.0
3.39915526 -0.00568172 5.04845897
1.53698455 3.03182573 5.04845897
-0.00926782 -0.00568172 6.0861407
O Cu Y 
2 1 1 
direct
0.89352892 0.89352892 0.89352892 O
0.10647108 0.10647108 0.10647108 O
0.0 0.0 0.0 Cu
0.5 0.5 0.5 Y
"
mb-dielectric-0026,2.162603215263184,"System
1.0
4.33230805 0.0 0.0
-2.16615402 3.75188913 0.0
0.0 0.0 29.60272088
Cd I 
4 8 
direct
0.333333 0.666667 0.75002289 Cd
0.333333 0.666667 0.99994193 Cd
0.666667 0.333333 0.25002289 Cd
0.666667 0.333333 0.49994193 Cd
0.333333 0.666667 0.19167392 I
0.0 0.0 0.80842571 I
0.0 0.0 0.05833206 I
0.666667 0.333333 0.9416035 I
0.666667 0.333333 0.69167392 I
0.0 0.0 0.30842571 I
0.333333 0.666667 0.4416035 I
0.0 0.0 0.55833206 I
"
mb-dielectric-0027,1.610746203886054,"System
1.0
5.16551066 0.0 0.0
0.0 8.8824686 0.0
0.0 0.0 9.68595095
Os O F 
4 4 20 
direct
0.91837959 0.16657544 0.37247049 Os
0.41837959 0.66657544 0.12752951 Os
0.58162041 0.16657544 0.87247049 Os
0.08162041 0.66657544 0.62752951 Os
0.0505027 0.02879396 0.27416506 O
0.9494973 0.52879396 0.72583494 O
0.5505027 0.52879396 0.22583494 O
0.4494973 0.02879396 0.77416506 O
0.80199219 0.67842634 0.50368871 F
0.93934296 0.82544848 0.73146149 F
0.75265402 0.03553339 0.99476001 F
0.43934296 0.32544848 0.76853851 F
0.69800781 0.67842634 0.00368871 F
0.27223517 0.8226732 0.0179653 F
0.30199219 0.17842634 0.99631129 F
0.72776483 0.3226732 0.9820347 F
0.22776483 0.8226732 0.5179653 F
0.77223517 0.3226732 0.4820347 F
0.11090748 0.68154919 0.23106864 F
0.24734598 0.53553339 0.00523999 F
0.25265402 0.53553339 0.50523999 F
0.19800781 0.17842634 0.49631129 F
0.38909252 0.68154919 0.73106864 F
0.06065704 0.32544848 0.26853851 F
0.61090748 0.18154919 0.26893136 F
0.56065704 0.82544848 0.23146149 F
0.74734598 0.03553339 0.49476001 F
0.88909252 0.18154919 0.76893136 F
"
mb-dielectric-0028,1.4138462905610778,"System
1.0
5.42424933 -0.02513306 -0.56559238
-0.62503726 5.38817601 -0.56559249
-0.02249076 -0.02513295 5.4536107
F Sb Cs 
6 1 1 
direct
0.71511818 0.0810383 0.79898005 F
0.0810383 0.79898005 0.71511818 F
0.20101995 0.28488182 0.9189617 F
0.9189617 0.20101995 0.28488182 F
0.28488182 0.9189617 0.20101995 F
0.79898005 0.71511818 0.0810383 F
0.0 0.0 0.0 Sb
0.5 0.5 0.5 Cs
"
mb-dielectric-0029,2.3173647389509777,"System
1.0
6.5663899 0.0 0.0
0.0 6.5663899 0.0
0.0 0.0 6.50007177
Ag Hg I 
2 1 4 
direct
0.0 0.5 0.5 Ag
0.5 0.0 0.5 Ag
0.0 0.0 0.0 Hg
0.73936519 0.73936519 0.24039672 I
0.26063481 0.73936519 0.75960328 I
0.26063481 0.26063481 0.24039672 I
0.73936519 0.26063481 0.75960328 I
"
mb-dielectric-0030,2.4161255486142887,"System
1.0
2.91873939 0.0 0.0
-1.45936969 2.52770246 0.0
0.0 0.0 12.39473384
O Al Ag 
4 2 2 
direct
0.33333333 0.66666667 0.42260545 O
0.66666667 0.33333333 0.92260545 O
0.33333333 0.66666667 0.07739455 O
0.66666667 0.33333333 0.57739455 O
0.0 0.0 0.0 Al
0.0 0.0 0.5 Al
0.66666667 0.33333333 0.75 Ag
0.33333333 0.66666667 0.25 Ag
"
mb-dielectric-0032,1.893252140277852,"System
1.0
6.90023712 -2e-08 -3.80423219
-2.09734625 6.57376754 -3.80423217
0.0663741 0.09084694 8.28044252
Cs V O 
2 5 13 
direct
0.25514991 0.75514991 0.51029982 Cs
0.75514991 0.25514991 0.51029982 Cs
0.22485859 0.22485859 0.99903213 V
0.77417354 0.22485859 0.99903213 V
0.64609628 0.64609628 0.29219257 V
0.77417354 0.77417354 0.99903213 V
0.22485859 0.77417354 0.99903213 V
0.01173977 0.28136836 0.02347954 O
0.01173977 0.74211118 0.02347954 O
0.28136836 0.01173977 0.02347954 O
0.5863128 0.17709569 0.7634085 O
0.77731767 0.77731767 0.21096295 O
0.77731767 0.43364528 0.21096295 O
0.17709569 0.5863128 0.7634085 O
0.5863128 0.5863128 0.7634085 O
0.43364528 0.77731767 0.21096295 O
0.43364528 0.43364528 0.21096295 O
0.17709569 0.17709569 0.7634085 O
0.74211118 0.01173977 0.02347954 O
0.78003767 0.78003767 0.56007534 O
"
mb-dielectric-0033,2.697724164303435,"System
1.0
5.2844014 0.00114706 5.22276271
2.18204288 4.81285657 5.22276271
0.00177907 0.00114706 7.42981462
P K Cu 
2 3 3 
direct
0.25642802 0.25642802 0.25642802 P
0.74357198 0.74357198 0.74357198 P
0.90808431 0.90808431 0.90808431 K
0.5 0.5 0.5 K
0.09191569 0.09191569 0.09191569 K
0.5 0.0 0.5 Cu
0.5 0.5 0.0 Cu
0.0 0.5 0.5 Cu
"
mb-dielectric-0034,1.8898024588123843,"System
1.0
5.29117484 0.0 0.0
0.0 5.81047026 0.0
0.0 0.0 8.19225049
N O K Ge 
4 4 4 4 
direct
0.64825741 0.6267546 0.95760226 N
0.14825741 0.3732454 0.04239774 N
0.14825741 0.8732454 0.95760226 N
0.64825741 0.1267546 0.04239774 N
0.52725322 0.97262061 0.69667297 O
0.52725322 0.47262061 0.30332703 O
0.02725322 0.52737939 0.69667297 O
0.02725322 0.02737939 0.30332703 O
0.02293497 0.04395894 0.63886078 K
0.52293497 0.45604106 0.63886078 K
0.52293497 0.95604106 0.36113922 K
0.02293497 0.54395894 0.36113922 K
0.99355439 0.09019267 0.09471769 Ge
0.49355439 0.90980733 0.90528231 Ge
0.49355439 0.40980733 0.09471769 Ge
0.99355439 0.59019267 0.90528231 Ge
"
mb-dielectric-0035,1.980909471261454,"System
1.0
5.62821732 0.0 0.0
0.0 5.77842225 0.0
0.0 0.0 7.96609787
O F I 
8 4 4 
direct
0.40773627 0.33801958 0.45281492 O
0.90773627 0.16198042 0.54718508 O
0.59226373 0.83801958 0.04718508 O
0.09226373 0.66198042 0.95281492 O
0.56001533 0.55824585 0.74148744 O
0.93998467 0.44175415 0.24148744 O
0.43998467 0.05824585 0.75851256 O
0.06001533 0.94175415 0.25851256 O
0.36721375 0.32946233 0.08754562 F
0.63278625 0.82946233 0.41245438 F
0.86721375 0.17053767 0.91245438 F
0.13278625 0.67053767 0.58754562 F
0.30328839 0.39493993 0.66152988 I
0.80328839 0.10506007 0.33847012 I
0.69671161 0.89493993 0.83847012 I
0.19671161 0.60506007 0.16152988 I
"
mb-dielectric-0037,1.7971544174054714,"System
1.0
9.14337608 0.0 0.0
-4.57168804 7.91839596 0.0
0.0 0.0 6.91334966
O Cl Ca 
2 12 8 
direct
0.66666667 0.33333333 0.60679119 O
0.33333333 0.66666667 0.10679119 O
0.86198698 0.13801302 0.88234779 Cl
0.72397396 0.86198698 0.38234779 Cl
0.13801302 0.27602604 0.38234779 Cl
0.86198698 0.72397396 0.88234779 Cl
0.27602604 0.13801302 0.88234779 Cl
0.13801302 0.86198698 0.38234779 Cl
0.46264149 0.53735851 0.7097111 Cl
0.92528297 0.46264149 0.2097111 Cl
0.53735851 0.07471703 0.2097111 Cl
0.46264149 0.92528297 0.7097111 Cl
0.07471703 0.53735851 0.7097111 Cl
0.53735851 0.46264149 0.2097111 Cl
0.80111701 0.19888299 0.50027458 Ca
0.60223403 0.80111701 0.00027458 Ca
0.19888299 0.39776597 0.00027458 Ca
0.80111701 0.60223403 0.50027458 Ca
0.39776597 0.19888299 0.50027458 Ca
0.19888299 0.80111701 0.00027458 Ca
0.66666667 0.33333333 0.9276984 Ca
0.33333333 0.66666667 0.4276984 Ca
"
mb-dielectric-0039,2.338098871590616,"System
1.0
5.67288362 0.0 -2.36692441
-1.25207985 6.12066149 -3.00089992
0.00623727 -0.00212199 7.9966023
Si P K 
2 4 4 
direct
0.75 0.5 0.0 Si
0.25 0.5 0.0 Si
0.59639482 0.75992263 0.19278964 P
0.90360518 0.56713298 0.80721036 P
0.09639482 0.43286702 0.19278964 P
0.40360518 0.24007737 0.80721036 P
0.14591953 0.98407915 0.29183907 K
0.85408047 0.01592085 0.70816093 K
0.35408047 0.69224008 0.70816093 K
0.64591953 0.30775992 0.29183907 K
"
mb-dielectric-0042,2.464982555719208,"System
1.0
8.30234767 0.0 0.0
0.0 8.30234767 0.0
0.0 0.0 8.30234767
Li Mn Zn O 
8 12 4 32 
direct
0.12505674 0.87494326 0.37494326 Li
0.24938035 0.24938035 0.24938035 Li
0.75061965 0.74938035 0.25061965 Li
0.87494326 0.37494326 0.12505674 Li
0.37494326 0.12505674 0.87494326 Li
0.25061965 0.75061965 0.74938035 Li
0.74938035 0.25061965 0.75061965 Li
0.62505674 0.62505674 0.62505674 Li
0.37780087 0.87601245 0.1230418 Mn
0.12398755 0.6230418 0.12219913 Mn
0.1230418 0.37780087 0.87601245 Mn
0.12219913 0.12398755 0.6230418 Mn
0.3769582 0.62219913 0.37601245 Mn
0.62398755 0.8769582 0.87780087 Mn
0.62219913 0.37601245 0.3769582 Mn
0.37601245 0.3769582 0.62219913 Mn
0.6230418 0.12219913 0.12398755 Mn
0.87780087 0.62398755 0.8769582 Mn
0.8769582 0.87780087 0.62398755 Mn
0.87601245 0.1230418 0.37780087 Mn
0.49870574 0.99870574 0.50129426 Zn
0.00129426 0.00129426 0.00129426 Zn
0.99870574 0.50129426 0.49870574 Zn
0.50129426 0.49870574 0.99870574 Zn
0.60603563 0.60129645 0.37115482 O
0.38669427 0.38669427 0.38669427 O
0.10603563 0.89870355 0.62884518 O
0.62884518 0.10603563 0.89870355 O
0.87877038 0.64808338 0.64146104 O
0.64808338 0.64146104 0.87877038 O
0.12884518 0.39396437 0.10129645 O
0.60129645 0.37115482 0.60603563 O
0.89396437 0.39870355 0.87115482 O
0.14808338 0.85853896 0.12122962 O
0.64146104 0.87877038 0.64808338 O
0.37115482 0.60603563 0.60129645 O
0.10129645 0.12884518 0.39396437 O
0.88669427 0.11330573 0.61330573 O
0.37877038 0.85191662 0.35853896 O
0.39870355 0.87115482 0.89396437 O
0.35853896 0.37877038 0.85191662 O
0.35191662 0.14146104 0.62122962 O
0.61330573 0.88669427 0.11330573 O
0.86290455 0.86290455 0.86290455 O
0.11330573 0.61330573 0.88669427 O
0.36290455 0.63709545 0.13709545 O
0.12122962 0.14808338 0.85853896 O
0.89870355 0.62884518 0.10603563 O
0.63709545 0.13709545 0.36290455 O
0.85191662 0.35853896 0.37877038 O
0.14146104 0.62122962 0.35191662 O
0.39396437 0.10129645 0.12884518 O
0.87115482 0.89396437 0.39870355 O
0.13709545 0.36290455 0.63709545 O
0.62122962 0.35191662 0.14146104 O
0.85853896 0.12122962 0.14808338 O
"
mb-dielectric-0043,1.465016950982716,"System
1.0
3.97405259 0.0 -1.17518224
-0.34751762 3.9588288 -1.17518224
-0.01896233 -0.02069982 7.24289054
F K Zn 
4 2 1 
direct
0.5 0.0 0.0 F
0.0 0.5 0.0 F
0.84509818 0.84509818 0.69019636 F
0.15490182 0.15490182 0.30980364 F
0.35473211 0.35473211 0.70946422 K
0.64526789 0.64526789 0.29053578 K
0.0 0.0 0.0 Zn
"
mb-dielectric-0044,4.168143991434717,"System
1.0
3.24145987 0.0 0.0
0.0 5.96756786 -2.09621512
0.0 0.00542829 6.32502605
O Cd Pt 
6 1 3 
direct
0.0 0.92336062 0.66504675 O
0.0 0.07663938 0.33495325 O
0.0 0.66504675 0.92336062 O
0.0 0.33495325 0.07663938 O
0.5 0.33815614 0.66184386 O
0.5 0.66184386 0.33815614 O
0.0 0.5 0.5 Cd
0.5 0.5 0.0 Pt
0.0 0.0 0.0 Pt
0.5 0.0 0.5 Pt
"
mb-dielectric-0045,7.057081313593224,"System
1.0
4.13108767 0.03871304 11.710013
2.03690444 3.59421818 11.710013
0.06572702 0.03871304 12.41716432
Ga Ge Te 
2 2 2 
direct
0.25471851 0.25471851 0.25471851 Ga
0.74528149 0.74528149 0.74528149 Ga
0.32234464 0.32234464 0.32234464 Ge
0.67765536 0.67765536 0.67765536 Ge
0.11336339 0.11336339 0.11336339 Te
0.88663661 0.88663661 0.88663661 Te
"
mb-dielectric-0046,3.032020338542082,"System
1.0
5.69148324 0.0 3.20689547
2.84574162 5.81798433 1.60344773
-0.01026753 0.0 6.67219051
Ga Se Tl 
2 4 2 
direct
0.25 0.5 0.5 Ga
0.75 0.5 0.5 Ga
0.84080172 0.5 0.81839656 Se
0.65919828 0.18160344 0.5 Se
0.15919828 0.5 0.18160344 Se
0.34080172 0.81839656 0.5 Se
0.75 0.0 0.0 Tl
0.25 0.0 0.0 Tl
"
mb-dielectric-0047,2.878486292017612,"System
1.0
5.63842258 0.0 3.10141007
2.81921129 5.84272749 1.55070503
0.00329782 0.0 6.67008936
Al Se Tl 
2 4 2 
direct
0.25 0.5 0.5 Al
0.75 0.5 0.5 Al
0.84312634 0.5 0.81374732 Se
0.65687366 0.18625268 0.5 Se
0.15687366 0.5 0.18625268 Se
0.34312634 0.81374732 0.5 Se
0.75 0.0 0.0 Tl
0.25 0.0 0.0 Tl
"
mb-dielectric-0048,2.868607153306287,"System
1.0
3.83660795 0.0 0.0
-1.91830398 3.32259995 0.0
0.0 0.0 9.01674226
Be Na As 
2 2 2 
direct
0.66666667 0.33333333 0.25 Be
0.33333333 0.66666667 0.75 Be
0.0 0.0 0.0 Na
0.0 0.0 0.5 Na
0.33333333 0.66666667 0.25 As
0.66666667 0.33333333 0.75 As
"
